---------	none	none	family	family	phylum	phylum	species	species
---------	ES	ET	EP	EP+	EP	EP+	EP	EP+
Gene_Sn--	46.76	47.77	45.24	47.42	43.54	45.73	48.65	53.35
Gene_Sp--	46.38	47.44	42.84	45.78	40.43	43.59	47.10	51.82
Exon_Sn--	80.99	80.99	80.00	80.32	79.56	79.86	81.26	82.39
Exon_Sp--	82.36	83.04	80.03	81.47	78.31	80.13	82.55	84.10
Intron_Sn	87.48	87.33	86.35	86.60	86.05	86.25	87.47	88.40
Intron_Sp	86.43	87.12	84.39	85.72	82.79	84.49	86.70	88.10
