---------	genus	.	order	.	phylum	.
---------	All	HC	All	HC	All	HC
Intron_Sn	65.51	55.78	61.21	50.10	37.56	24.26
Intron_Sp	84.43	92.17	86.84	93.47	90.09	96.80
Start_Sn-	47.57	39.57	39.55	31.32	14.29	8.72
Start_Sp-	61.37	84.06	70.42	85.73	64.13	89.53
Stop_Sn--	52.09	46.32	46.19	38.92	17.31	11.15
Stop_Sp--	79.77	89.82	85.57	91.82	87.55	95.45
